Team,Opponent,Win,PTS,FTR,OR,DR,FGA,FTA,TO,TOR
Sacred Heart Pionneers,Canisius,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Niagara,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Quinnipiac,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Merrimack,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Fairfield,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Manhattan,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Saint Peter's,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Rider,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Fairfield,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Marist,0,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Sacred Heart Pionneers,Mount St. Mary's,1,75.60,77.30,10.45,24.68,58.90,17.77,12.20,15.46
Saint Francis Red Flash,Oklahoma,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,TCU,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Mount St. Mary's,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Lehigh,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Belmont,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Troy,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Franciscan University,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Xavier,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Penn State-Shenango,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Radford,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Temple,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Florida,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Robert Morris,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Le Moyne,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Fairleigh Dickinson,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Wagner,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Long Island University,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Central Connecticut,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Stonehill,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Chicago State,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,New Haven,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Mercyhurst,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Le Moyne,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Chicago State,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Fairleigh Dickinson,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Mercyhurst,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Long Island University,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Wagner,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,New Haven,1,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Stonehill,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
Saint Francis Red Flash,Central Connecticut,0,71.50,69.40,10.45,22.19,59.45,18.16,12.90,16.06
St. Thomas-Minnesota Tommies,Saint Mary's ,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Army,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Washington State,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Green Bay,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Southeast Missouri State,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Northern Colorado,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Cal State Fullerton,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Portland,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Lawrence University,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Montana State,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Weber State,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Saint John's,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,UNC Asheville,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,UC Riverside,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,North Central,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Denver,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,South Dakota,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Oral Roberts,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,North Dakota,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,North Dakota State,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,South Dakota State,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,South Dakota,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,North Dakota,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Kansas City,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,South Dakota State,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Oral Roberts,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Omaha,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Kansas City,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Denver,0,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,North Dakota State,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
St. Thomas-Minnesota Tommies,Omaha,1,83.30,67.80,7.00,26.48,58.32,20.06,9.50,12.39
TCU Horned Frogs,New Orleans,0,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Saint Francis,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Lamar,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Michigan,0,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Kansas City,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Florida,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Wisconsin,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Notre Dame,0,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,North Texas,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Incarnate Word,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Oral Roberts,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Florida A&M,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Jackson State,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Baylor,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Kansas  ,0,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Arizona,0,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,BYYU,0,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Utah,0,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Oklahoma State,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Baylor,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Houston,0,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Colorado,0,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Kansas State,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Iowa State,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Oklahoma State,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,UCF,0,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,West Virginia,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Arizona State,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Kansas State,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
TCU Horned Frogs,Texas Tech,1,78.30,70.70,12.14,23.93,60.34,23.90,11.10,13.54
Texas A&M-Corpus Christi Islanders,Trinity,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,SMU,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Tarleton State,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Kansas,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Oklahoma State,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Howard Payne,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Xavier,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Lamar,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Dallas Christian,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Stephan F. Austin,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Southwestern Adventist,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Nicholls,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,New Orleans,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Houston Christian,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Northwestern State,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,East Texas A&M,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,SE Louisiana,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,McNeese,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Incarnate Word,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Houston Christian,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Incarnate Word,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Nicholls,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,New Orleans,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Lamar,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Stephan F. Austin,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,McNeese,0,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,SE Louisiana,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,Northwestern State,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Texas A&M-Corpus Christi Islanders,East Texas A&M,1,72.90,67.80,11.42,24.52,56.68,22.42,13.00,16.34
Utah State Aggies,Westminster,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,VCU,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Weber State,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,UTEP,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Tulane,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Davidson,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Montana State,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,South Florida,0,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Charlotte,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Illinois State,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Colorado State,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Fresno State,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,San Jose State,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Air Force,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Boise State,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Nevada,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Grand Canyon,0,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,UNLV,0,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Colorado State,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Wyoming,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,San Diego State,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,New Mexico,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Wyoming,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Fresno State,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Memphis,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Boise State,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Nevada,0,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,San Diego State,0,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,Grand Canyon,1,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Utah State Aggies,UNLV,0,83.30,70.20,11.07,23.72,58.48,21.55,10.70,13.60
Wright State Raiders,Franklin,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,California,0,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Toledo,0,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Radford,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Kent State,0,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Ohio Wesleyan,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Stetson,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Butler,0,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Youngstown State,0,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Green Bay,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Marshall,0,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Miami,0,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Eastern Michigan,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Oakland,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Milwaukee,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,IU Indianapolis,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Detriot Mercy,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Oakland,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Youngstown State,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Cleveland State,0,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Northern Kentucky,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Milwaukee,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Green Bay,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Robert Morris,0,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Purdue Fort Wayne,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Detriot Mercy,0,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Cleveland State,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,IU Indianapolis,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Robert Morris,0,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Purdue Fort Wayne,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Wright State Raiders,Northern Kentucky,1,80.20,73.20,11.35,23.77,58.68,21.58,11.40,14.33
Xavier Musketeers,Marist,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Le Moyne,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Santa Clara,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Iowa,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Old Dominion,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Georgia,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,West Virginia,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Texas A&M-Corpus Christi ,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Saint Francis,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Cincinnati,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Missouri State,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Creighton,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Georgetown,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,UConn,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,DePaul,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Marquette,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Providence,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Butler,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Creighton,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,St. John's,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Seton Hall,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,DePaul,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,UConn,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,St. John's,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Marquette,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Villanova,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Butler,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Providence,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Georgetown,1,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
Xavier Musketeers,Seton Hall,0,78.70,72.30,9.97,24.86,63.59,17.55,10.00,12.30
